0.1443594 	 0.040269285
0.19442898 	 0.1541832
0.19379072 	 0.07279433
0.26932096 	 0.071840554
0.36628875 	 -0.1080237
0.4081769 	 0.0065139164
0.2927813 	 -0.0502096
0.14591344 	 -0.0783592
-0.19307747 	 -0.15498945
0.097783096 	 -0.017737003
0.21043551 	 -0.21182339
0.41554463 	 0.15696235
0.47294807 	 0.09754535
0.5123093 	 -0.19976243
0.51064557 	 0.0042625754
0.46128803 	 -0.09454394
0.4213704 	 -0.13993032
0.3839449 	 -0.15183622
0.29635984 	 0.16398497
0.3457756 	 -0.007853453
0.404711 	 -0.07541036
0.42778483 	 -0.038135592
0.4122355 	 0.13714421
0.30675626 	 -0.056744345
0.22512136 	 0.08502342
0.2098831 	 0.004956314
0.18279266 	 -0.034570232
0.16607453 	 0.0065930258
0.16840559 	 0.024642227
0.1573257 	 0.088148855
0.11877643 	 -0.0002084458
0.13806675 	 0.075784236
0.15565054 	 0.13269682
0.19025388 	 -0.029838482
0.21660283 	 -0.05803788
0.21953288 	 0.005245063
0.23258235 	 -0.020147594
0.22323738 	 -0.067525305
0.17303848 	 0.03641918
0.07638288 	 -0.05238561
0.033227798 	 -0.07868108
0.03267596 	 -0.042617097
0.027385015 	 -0.0064372495
0.022757107 	 -0.0424611
-0.012480499 	 -0.035429414
0.017590843 	 -0.053018007
0.14026801 	 0.09151842
0.43389055 	 -0.10087083
0.6026521 	 0.06771189
0.6670527 	 0.016077694
0.69884115 	 0.16179241
0.670004 	 -0.092993006
0.6426463 	 -0.009384083
0.64833844 	 -0.12974773
0.6276661 	 0.006789815
0.6297046 	 -4.8952694e-05
0.59444356 	 -0.044064123
0.55423373 	 -0.042167623
0.54521173 	 0.20020124
0.5727464 	 -0.027661894
0.5892824 	 0.0924945
0.60538036 	 0.04702212
0.60011834 	 0.097697936
0.54904515 	 0.06746239
0.45831835 	 -0.072913855
0.34984368 	 -0.07176103
0.31154183 	 0.086005546
0.334988 	 -0.08876776
0.3606081 	 0.043766715
0.35161674 	 -0.0864168
0.39275366 	 0.11593672
0.32942653 	 -0.123227246
0.32520446 	 0.124276794
0.35160315 	 -0.026633779
